,Day,mW_A,sW_A,mICU_A,sICU_A,mW_P,sW_P,mICU_P,sICU_P
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
<<<<<<< HEAD
2,1.0,3.60739304955206e-10,3.7158443820406475e-09,9.01848262388015e-11,6.021667001481071e-10,2.853133886627624e-12,1.1731636046988587e-10,7.13283471656906e-13,0.0
3,2.0,9.904569856181778e-07,1.0202337186737175e-05,2.4761424640454445e-07,1.653327504033414e-06,7.833652585390363e-09,3.22107425386117e-07,1.958413146347591e-09,0.0
4,3.0,8.614160023314456e-05,0.0008873132949182455,2.153540005828614e-05,0.00014379249071378878,6.813050734907669e-07,2.801418887708746e-05,1.7032626837269172e-07,0.0
5,4.0,0.0018228879824915734,0.01877690613633526,0.00045572199562289334,0.0030428689806698316,1.4417457157929565e-05,0.000592823073928025,3.6043642894823913e-06,0.0
6,5.0,0.017781252337467798,0.18315821341406432,0.004445313084366949,0.029681484377986907,0.00014063422780338726,0.005782657393231385,3.5158556950846815e-05,0.0
7,6.0,0.10627215931423904,1.0946708626723627,0.02656803982855976,0.17739557240599416,0.0008405202726168005,0.034560866472730295,0.00021013006815420013,0.0
8,7.0,0.4529634791422512,4.665812059069418,0.1132408697855628,0.7561125715329653,0.0035825468253479573,0.1473086688054259,0.0008956367063369893,0.0
9,8.0,1.5074702801279014,15.527903099447565,0.37686757003197535,2.516355694228215,0.011922777696350613,0.49024579343546937,0.0029806944240876533,0.0
10,9.0,4.152993346808627,42.77847405152384,1.0382483367021567,6.93241425326615,0.03284656228461185,1.3505987781501585,0.008211640571152963,0.0
11,10.0,9.856740644425255,101.53070055220974,2.4641851611063137,16.45343578184888,0.07795823842317809,3.2055196720056784,0.019489559605794522,0.0
12,11.0,20.736132462047618,213.59535890861167,5.184033115511904,34.61393944875443,0.1640047574311693,6.743616670689527,0.041001189357792324,0.0
13,12.0,39.4886872458614,406.7586055667391,9.87217181146535,65.91677747722467,0.3123211420879057,12.842152224009281,0.07808028552197642,0.0
14,13.0,69.16719739338531,712.4661447346901,17.291799348346327,115.45784570949209,0.5470523228696529,22.493927749574546,0.13676308071741322,0.0
15,14.0,112.82324493753126,1162.151213094949,28.205811234382814,188.33101957789415,0.892333657322232,36.691351041210204,0.223083414330558,0.0
16,15.0,173.07704597572877,1782.8037037132992,43.26926149393219,288.91011379957126,1.3688887739362834,56.28654498093271,0.34222219348407085,0.0
17,16.0,251.6902340603837,2592.569563119561,62.92255851509592,420.1357479536795,1.990650660648382,81.8524120332394,0.4976626651620955,0.0
18,17.0,349.21736939597736,3597.1611142905185,87.30434234899434,582.933625682098,2.76200540594361,113.569301231234,0.6905013514859025,0.0
19,18.0,464.7945729378373,4787.679853373626,116.19864323445933,775.861710626404,3.676120478566167,151.15626967788518,0.9190301196415418,0.0
20,19.0,596.0962722189666,6140.17090418041,149.02406805474166,995.0380240857166,4.714602624661387,193.8570158166689,1.1786506561653467,0.0
21,20.0,739.4611292700735,7616.920155891601,184.86528231751836,1234.350851110179,5.848493848005706,240.48083256602413,1.4621234620014265,0.0
22,21.0,890.1621946243316,9169.23702120711,222.5405486560829,1485.909697032018,7.040408093021255,289.49046435120295,1.7601020232553137,0.0
23,22.0,1042.7783025115555,10741.280043167437,260.69457562788887,1740.6652415860237,8.24746865747049,339.1228888762538,2.0618671643676225,0.0
24,23.0,1191.6152584198821,12274.395395043668,297.90381460497053,1989.1124093004912,9.424639419434671,387.5262919175441,2.3561598548586677,0.0
25,24.0,1331.1258924290166,13711.44369695283,332.78147310725416,2221.991546569113,10.528047093532704,432.89667325381197,2.632011773383176,0.0
26,25.0,1456.2855557921505,15000.667869582841,364.0713889480376,2430.915222042693,11.517951082022691,473.59996225422253,2.8794877705056727,0.0
27,26.0,1562.8914697178616,16098.776617123813,390.7228674294654,2608.8679167536,12.361111063090243,508.2693693704871,3.090277765772561,0.0
28,27.0,1647.7678398100556,16973.057236515273,411.9419599525139,2750.548412881718,13.032409267520881,535.8720915921416,3.2581023168802203,0.0
29,28.0,1708.8716137691706,17602.464989062926,427.21790344229265,2852.546330563921,13.515686930056805,555.7437060056253,3.3789217325142014,0.0
30,29.0,1745.3046334269186,17977.74827412894,436.32615835672965,2913.3624127661674,13.80384040141363,567.5921217686526,3.4509601003534076,0.0
31,30.0,1757.245867799845,18100.75058646299,439.31146694996124,2933.2954048168485,13.898285170723671,571.4755415593615,3.474571292680918,0.0
32,31.0,1745.8221824723908,17983.079358617462,436.4555456180977,2914.2263352625405,13.807933763848345,567.7604343687642,3.451983440962086,0.0
33,32.0,1712.9379389025519,17644.350725368546,428.23448472563797,2859.3340732735805,13.547848022215964,557.0661193345381,3.386962005553991,0.0
34,33.0,1661.0831560212337,17110.213466121426,415.2707890053084,2772.775101002962,13.137721828063714,540.2023777986725,3.2844304570159286,0.0
35,34.0,1593.137673129894,16410.33175814349,398.2844182824735,2659.3566110834117,12.60033220342985,518.1057649436617,3.1500830508574627,0.0
36,35.0,1512.1854063437795,15576.471899739672,378.0463515859449,2524.2264528486253,11.960070240305363,491.7792039599246,2.990017560076341,0.0
37,36.0,1421.3489949322777,14640.799062342388,355.33724873306943,2372.5971145380913,11.241633297122847,462.23821123038033,2.810408324280712,0.0
38,37.0,1323.651370277328,13634.451362698488,330.912842569332,2209.5146462772937,10.468930129718684,430.4658770443539,2.617232532429671,0.0
39,38.0,1221.9073900568055,12586.42362600418,305.4768475142014,2039.6777696526801,9.664223812053663,397.3776238508908,2.416055953013416,0.0
40,39.0,1118.6458699840543,11522.764263210442,279.6614674960136,1867.3077286276045,8.847515075142313,363.795850129207,2.2118787687855783,0.0
41,40.0,1016.0602056978356,10466.066645069863,254.0150514244589,1696.065864774137,8.036151769184952,330.4338720881971,2.009037942296238,0.0
42,41.0,915.9843093930414,9435.221234121289,228.99607734826034,1529.0134493194223,7.24463854326327,297.8880979960227,1.8111596358158175,0.0
43,42.0,819.8897286772508,8445.385907079062,204.9724321693127,1368.606873776098,6.484614058003644,266.6370912008078,1.621153514500911,0.0
